property_id,property_name,address,city,state,min_rent,max_rent,availability,primary_image_url,image_urls,special,feature_highlights,exterior_amenities,interior_amenities,pet_policy,managed_by,built_year,min_sqft,max_sqft,photo_count,has_complete_core_info
REM316,"The Abbey At Willowbrook","8330 Willow Place Dr S, Houston, TX 77070",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM317,"The Adalene","2750 Wallingford, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100%-120%E {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM318,"The Avery At Deer Park","401 McDermott St, Deer Park, TX 77536",Deer Park,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Escort) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM319,"The Briarly","1950 Winrock Blvd, Houston, TX 77057",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100%-125% (Register) {100%=12-13mo 125%=14+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM322,"The Brodie At Cinco Ranch","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM323,"The Calahan","5600 Dancy Rd, Houston, TX 77041",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {14+mo Net Effective Rent}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM324,"The Canopy","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM325,"The Cardiff At Westminster","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM326,"The Carter","77006 map Ph:281/501-3337 Add to favorites Built:2016 Managed By: Morgan Group Features: 19th Level Penthouse Lounge with Private Dining Luxurious Pool Fitness Center featuring Technogym Equipment Mail Room & Package Delivery Service Poker Room and Entertainment Area Washers and Dryers 10 Foot Ceilings Hardwood Flooring 24 Concierge Pet Lawn and Pet Wash Controlled Access/Garage Parking Photos View All 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 Larger Policies & Amenities Deposit:400+ Fees: App: $50 Admin: $300 Renters Insurance Req'd Terms:3-15 mos Office Hrs:m-f10-6 st10-5 sncl Pets:Cats:Yes Dogs:YesUpto 50 lbs-Breed LtdDog Park on siteDep:500/250 nr feePet Rent: $20/mo School District:Houston Elem:MacGregor Mid:Cullen High:Lamar Exterior Amenities: Fitness center, Pool, Business center, Free WiFi Areas, Gated entrance, Private detached garages($250/mo), Electric Car Chargers, Club house, Picnic area, Outdoor Grills, Game/Sport room, Elevators, Dog Park, Concierge Services, Maid service, Community parking garage, Handicap modified units, Bus stop Interior Amenities: W/D machines, Walk-in closets, Garden/large tubs, Walk-in showers, Private patios/balconies, Intrusion alarms, Cable ready, Hi-speed internet, High ceilings, Storage closet outside, Custom carpet, Non-carpeted flooring, Custom built-ins, Ice makers, Premium Countertops, Premium Appliances, Self cleaning ovens, Dishwashers, Garbage disposals, Fire places, Ceiling fans, Miniblinds, Microwaves, Frost free refrigerators Agents Only: ID:4923A Units: 305 #Flrs:20 Map#:493W CR:100% {12+mo} Mgmt:Morgan Group Mgr:Chameka Sherrod Show Corp Info Morgan Group Inc3000 Richmond Ave, Houston, TX 77098Ph:713/361-7200 Fax:713/361-7299 Discounts for: Rent Subsidies: Qualify:Income:3.00 x rent, Credit check, Rent history check Will Consider:Co-signers, 1st time renters Special:4wks free w/12+mo on sel units Tags: Availability: 1x1, 2x2, 3x2 [5/15] Submit changes? Memo A: Memo B: for Agents ONLY Memo C: used as custom HEADLINE embedded into the HTML of your Web Ads for this Apartment Memo D: for Agents ONLY Floorplans Community Special print 4wks free w/12+mo on sel units limited time only - subject to approval Type † Price /mo Size (sf) Washer/Dryer Floorplans 1 Bedroom $1,871-2,450 723-1,088 Fullmachines 1 2 3 4 5 6 7 8 9 10 View All Larger 2 Bedrooms *Fireplaces Townhomes $2,650-7,214 1,179-2,700 Fullmachines 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 View All Larger 3 Bedrooms $3,819-6,704 1,751-3,329 Fullmachines 1 2 View All Larger *=select units † [cP] Plus electric(submtr), water, gas Larger Maps SHOW MAP The Carter 4 Chelsea Blvd, Houston, TX 77006 Web Ad eBrochure Web Ad Manager List Title: List #1 FEATURED PROPERTY The Carter 4 Chelsea Blvd, Houston, TX 77006",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM328,"The Cove","2000 Bay Area Blvd, Houston, TX 77058",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM329,"The Dawson","13411 Briar Forest Dr, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM330,"The Domain At Ellington","11700 Fuqua, Houston, TX 77034",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM331,"The Edison","11770 Westheimer Rd, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM332,"The Falls At Clear Lake","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM333,"The Flats At West Alabama","3623 W Alabama, Houston, TX 77027",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",$1200 {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM334,"The Fountains At Memorial City","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM335,"The Fuse At Park Row","14220 Park Row, Houston, TX 77084",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM336,"The Gates","8630 Easton Commons, Houston, TX 77095",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {9+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM337,"The Gentry","8550 Easton Commons Dr, Houston, TX 77095",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM338,"The Gibson","8255 Sunbury, Houston, TX 77095",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM339,"The Grand At LaCenterra","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM341,"The Grand Hampton At Clear Lake","16202 El Camino Real, Houston, TX 77062",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM342,"The Grey House River Oaks","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM343,"The Grove","8200 Sunbury Ln, Houston, TX 77095",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM344,"The Grove At Wilcrest","11070 Katy Frwy, Houston, TX 77043",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM345,"The Heights At 2121","2121 2100 Tannehill, Houston, TX 77008",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Escort) {13+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM346,"The Henry At Deerbrook","9494 Humble Westfield Rd, Humble, TX 77338",Humble,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM347,"The Henry At Jones Road","11925 Jones Rd, Houston, TX 77070",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Escort) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM348,"The Henry At Lake Houston","14100 Will Clayton Pkwy, Humble, TX 77346",Humble,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM349,"The Heritage At Hooper Hill","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM351,"The Isla","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM352,"The Ivy","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM353,"The James River Oaks","2303 Mid Lane, Houston, TX 77027",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM354,"The Keegan Mission Glen","17000 Bissonnet St, Richmond, TX 77407",Richmond,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",75%-100% (Register) {75%=8-11mo 100%=12-14mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM355,"The Kippford At Kemah Crossing","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM356,"The Landings Of Conroe","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM357,"The Lane At Waterway","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM358,"The Lawndale","8225 Lawndale St, Houston, TX 77012",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (Register) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM359,"The Madison","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM360,"The Madison On The Lake","9988 Windmill Lakes Blvd, Houston, TX 77075",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM361,"The Maroneal","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM362,"The McAdams Memorial City","12000 Barryknoll Ln, Houston, TX 77024",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM363,"The McKinley","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM364,"The Mill","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM365,"The Millennium High Street","4410 Westheimer Rd, Houston, TX 77027",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50%-75% (Register) {50%=6-11mo 75%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM366,"The Millennium Six Pines","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM367,"The Millennium Waterway","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM368,"The Mitchell At Woodmill Creek","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM369,"The Montclair","9445 Concourse Dr, Houston, TX 77036",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM371,"The Palms At Memorial","14814 Perthshire Rd, Houston, TX 77079",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM373,"The Parker","160 Birdsall St, Houston, TX 77007",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {6+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM374,"The Pines At Woodcreek","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM375,"The Pointe At Bayou Bend","800 Middle St, Houston, TX 77003",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM376,"The Preserve At Westchase","10615 Meadowglen Ln, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM377,"The Ranch At Champions","6830 Champions Plaza Dr, Houston, TX 77069",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Escort) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM378,"The Redford","1221 Redford, Houston, TX 77034",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50%-100%E {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM379,"The Residences At Kingwood","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM380,"The Retreat At Riverstone","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM381,"The Retreat At The Woodlands","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
